Date,AveragePricePerUnit,TotalVolume,TotalBags,SmallBags,LargeBags,XLargeBags,type,region
5/24/2015,1.78,30206.24,10582.94,8430.93,2152.01,NA,organic,Southeast
5/17/2015,1.7,30978.21,7734.6,6175.62,1558.98,NA,organic,Southeast
5/10/2015,1.77,30778.46,11769.59,10022.12,1747.47,NA,organic,Southeast
5/3/2015,1.7,30991.09,9653.16,9247.13,406.03,NA,organic,Southeast
4/26/2015,1.7,33155.61,6524.85,6214.8,310.05,NA,organic,Southeast
4/19/2015,1.69,34095.71,12523.37,12329.29,194.08,NA,organic,Southeast
4/12/2015,1.82,29548.36,5214.88,4845.77,369.11,NA,organic,Southeast
4/5/2015,1.78,30801.68,10307.86,8803.26,1504.6,NA,organic,Southeast
3/29/2015,1.84,29745.23,7654.12,7384.28,269.84,NA,organic,Southeast
3/22/2015,1.73,33825.57,11147.69,10338.9,808.79,NA,organic,Southeast
3/15/2015,1.48,44030.34,14476.57,9653.34,4823.23,NA,organic,Southeast
3/8/2015,1.47,46965.06,16293.69,12209.65,4084.04,NA,organic,Southeast
3/1/2015,1.46,47299.44,16374.41,12383.33,3991.08,NA,organic,Southeast
2/22/2015,1.59,37584.04,11604.49,9686.67,1917.82,NA,organic,Southeast
2/15/2015,1.64,31775.03,10751.23,10040,711.23,NA,organic,Southeast
2/8/2015,1.51,50546.78,22898.38,20283.33,2615.05,NA,organic,Southeast
2/1/2015,1.6,35085.7,16213.96,14673.34,1540.62,NA,organic,Southeast
1/25/2015,1.81,23809.3,10154.18,9640,514.18,NA,organic,Southeast
1/18/2015,1.79,25740,10971.03,10657.51,313.52,NA,organic,Southeast
1/11/2015,1.83,23690.65,8321.58,8164.48,157.1,NA,organic,Southeast
1/4/2015,1.75,27365.89,13598.46,13061.1,537.36,NA,organic,Southeast
12/25/2016,1.41,46895.78,34034.25,18333.61,15700.64,NA,organic,Southeast
12/18/2016,1.26,54712.86,42572.93,19398.71,23174.22,NA,organic,Southeast
12/11/2016,1.29,59141.95,46603.52,17767.54,28835.98,NA,organic,Southeast
12/4/2016,1.44,51799.91,38852.4,15786.96,23065.44,NA,organic,Southeast
11/27/2016,1.55,46032.7,34136.84,17052.87,17083.97,NA,organic,Southeast
11/20/2016,1.58,61264.14,46983.63,25312.29,21671.34,NA,organic,Southeast
11/13/2016,1.58,71470.8,55137.97,31103.86,24034.11,NA,organic,Southeast
11/6/2016,1.62,63877.72,43106.65,17305.32,25801.33,NA,organic,Southeast
10/30/2016,1.75,44666,23494.63,5220.39,18274.24,NA,organic,Southeast
10/23/2016,1.36,59238.63,39250.17,5363.63,33886.54,NA,organic,Southeast
10/16/2016,1.35,56442.73,37300.39,7119.54,30180.85,NA,organic,Southeast
10/9/2016,1.44,57606.91,34177.67,9681.13,24496.54,NA,organic,Southeast
10/2/2016,2.13,38668.06,8645.18,7049.22,1595.96,NA,organic,Southeast
9/25/2016,1.81,41398.38,18658.59,7449.41,11209.18,NA,organic,Southeast
9/18/2016,1.58,57792.45,37066.01,19189.74,17876.27,NA,organic,Southeast
9/11/2016,1.5,67246.01,45275.3,30666.03,14609.27,NA,organic,Southeast
9/4/2016,1.54,67309.14,42320.43,31577.01,10743.42,NA,organic,Southeast
8/28/2016,1.41,68341.93,45322.22,27669.13,17653.09,NA,organic,Southeast
8/21/2016,1.65,64499.62,38413.03,32410.75,6002.28,NA,organic,Southeast
8/14/2016,1.63,70790.98,42311.75,34013.16,8298.59,NA,organic,Southeast
8/7/2016,1.39,84966.16,53241.38,27465.39,25775.99,NA,organic,Southeast
7/31/2016,1.62,67427.23,36818.64,29716.26,7102.38,NA,organic,Southeast
7/24/2016,1.67,68443.21,35988.95,33725.71,2263.24,NA,organic,Southeast
7/17/2016,1.45,71665.65,42088.04,27168.06,14919.98,NA,organic,Southeast
7/10/2016,1.4,80274.62,47149.35,35176.48,11972.87,NA,organic,Southeast
7/3/2016,1.16,87258.97,54979.95,38190.18,16789.77,NA,organic,Southeast
6/26/2016,1.31,71367.79,36670.47,22878.16,13792.31,NA,organic,Southeast
6/19/2016,1.22,68218.09,38721.14,23160.93,15560.21,NA,organic,Southeast
6/12/2016,1.31,69103.23,36538.81,24093.3,12445.51,NA,organic,Southeast
6/5/2016,1.31,66438.8,38244.79,29937.29,8307.5,NA,organic,Southeast
5/29/2016,1.41,64136.98,36320,32373.57,3946.43,NA,organic,Southeast
5/22/2016,1.44,63165.58,36436.4,29566.47,6869.93,NA,organic,Southeast
5/15/2016,1.44,63876.47,38479.75,32194.5,6285.25,NA,organic,Southeast
5/8/2016,1.53,52129.42,26650.42,22526.26,4124.16,NA,organic,Southeast
5/1/2016,1.44,57064.62,31668.97,24950.21,6718.76,NA,organic,Southeast
4/24/2016,1.47,60780.65,34328.68,30773.57,3555.11,NA,organic,Southeast
4/17/2016,1.48,54241.93,26167.09,22303,3864.09,NA,organic,Southeast
4/10/2016,1.44,54667.44,26286.9,25822.92,463.98,NA,organic,Southeast
4/3/2016,1.49,54364.05,23713.36,21956.66,1756.7,NA,organic,Southeast
3/27/2016,1.48,51791.11,24075.62,20453.56,3622.06,NA,organic,Southeast
3/20/2016,1.46,49153.27,24386.66,21785.79,2600.87,NA,organic,Southeast
3/13/2016,1.45,49979.08,23984.88,22968.5,1016.38,NA,organic,Southeast
3/6/2016,1.61,40036.61,13824.63,13251.15,573.48,NA,organic,Southeast
2/28/2016,1.66,36570.56,12490.3,12288.18,202.12,NA,organic,Southeast
2/21/2016,1.61,37375.96,15668.21,14899.84,768.37,NA,organic,Southeast
2/14/2016,1.57,39730.5,17813.11,15792.13,2020.98,NA,organic,Southeast
2/7/2016,1.61,36963.31,15636.1,14354.53,1281.57,NA,organic,Southeast
1/31/2016,1.63,41361.94,17793.84,16603.66,1190.18,NA,organic,Southeast
1/24/2016,1.55,45545.02,23973.89,22489.24,1484.65,NA,organic,Southeast
1/17/2016,1.69,36802.17,13464.2,12976.16,488.04,NA,organic,Southeast
1/10/2016,1.64,41864.22,17867.29,14426.01,3441.28,NA,organic,Southeast
1/3/2016,1.32,86759.88,38796.1,19654.52,19141.58,NA,organic,Southeast
12/31/2017,1.4,92000.75,75075.67,69576.29,5499.38,NA,organic,Southeast
12/24/2017,1.57,90080.71,71593.69,63498.43,8095.26,NA,organic,Southeast
12/17/2017,1.5,81483.62,66052.05,59307.33,6744.72,NA,organic,Southeast
12/10/2017,1.48,79396.08,65490.1,58892.94,6597.16,NA,organic,Southeast
12/3/2017,1.54,73280.14,56284.29,53422.1,2862.19,NA,organic,Southeast
11/26/2017,1.56,77114.49,61775.25,57164.51,4610.74,NA,organic,Southeast
11/19/2017,1.59,81736.75,63611.27,58343.44,5267.83,NA,organic,Southeast
11/12/2017,1.73,81645.24,64265.63,59724.74,4540.89,NA,organic,Southeast
11/5/2017,1.8,89263.65,69624.49,57092.21,12532.28,NA,organic,Southeast
10/29/2017,1.84,92281.1,75497.94,58528.26,16969.68,NA,organic,Southeast
10/22/2017,1.91,90426.45,70776.4,57692.92,13083.48,NA,organic,Southeast
10/15/2017,1.99,72393.25,53906.51,49798.36,4108.15,NA,organic,Southeast
10/8/2017,2.13,76471.6,58777.67,56973.78,1803.89,NA,organic,Southeast
10/1/2017,2.29,83783.04,63141.43,52500.31,10641.12,NA,organic,Southeast
9/24/2017,2.25,90946.17,69301.02,46009.03,23291.99,NA,organic,Southeast
9/17/2017,2.33,71648.47,51733.22,33649.14,18084.08,NA,organic,Southeast
9/10/2017,2.17,77245.2,58899.2,51415.21,7483.99,NA,organic,Southeast
9/3/2017,2.26,77686.48,56158.05,40265.41,15892.64,NA,organic,Southeast
8/27/2017,2.16,77416.4,50759.76,43832.07,6927.69,NA,organic,Southeast
8/20/2017,1.96,89270.61,63008.26,59685.26,3323,NA,organic,Southeast
8/13/2017,1.85,76353.2,56503.05,56394.33,108.72,NA,organic,Southeast
8/6/2017,1.78,64344.45,45998.72,42780.02,3218.7,NA,organic,Southeast
7/30/2017,1.63,77530.96,58736.91,51428.61,7308.3,NA,organic,Southeast
7/23/2017,1.72,78813.04,55515.27,47328.82,8186.45,NA,organic,Southeast
7/16/2017,1.78,70097.22,46957.9,40900.26,6057.64,NA,organic,Southeast
7/9/2017,1.72,90791.94,58809.47,46063.02,12746.45,NA,organic,Southeast
7/2/2017,1.8,108360.53,63120.29,45687.72,17432.57,NA,organic,Southeast
6/25/2017,1.67,111509.08,69823.13,40703.91,29119.22,NA,organic,Southeast
6/18/2017,1.77,94314.28,51110.89,34664.22,16446.67,NA,organic,Southeast
6/11/2017,1.43,98734.76,71297.92,34473.25,36824.67,NA,organic,Southeast
6/4/2017,1.82,77032.09,48213.29,30135.45,18077.84,NA,organic,Southeast
5/28/2017,1.81,84319.76,54632.6,29944.08,24688.52,NA,organic,Southeast
5/21/2017,1.67,87299.49,56602.01,29557.75,27044.26,NA,organic,Southeast
5/14/2017,1.78,69261.08,31635.62,15349.13,16286.49,NA,organic,Southeast
5/7/2017,1.58,69763.54,43116.28,12489.88,30626.4,NA,organic,Southeast
4/30/2017,1.9,54311.43,24070.59,9721.62,14348.97,NA,organic,Southeast
4/23/2017,1.87,58969.91,22887.99,14573.23,8314.76,NA,organic,Southeast
4/16/2017,1.78,60348.45,30153.76,9641.86,20511.9,NA,organic,Southeast
4/9/2017,1.34,85742.82,58087.77,11973.99,46113.78,NA,organic,Southeast
4/2/2017,1.51,81061.62,52794.07,22407.02,30387.05,NA,organic,Southeast
3/26/2017,1.48,75769.87,48608.88,23597.71,25011.17,NA,organic,Southeast
3/19/2017,1.58,52790.71,29052.23,6652.65,22399.58,NA,organic,Southeast
3/12/2017,1.41,63661.35,39025.4,9399.84,29625.56,NA,organic,Southeast
3/5/2017,1.11,95526.15,69466.23,12241.84,57224.39,NA,organic,Southeast
2/26/2017,1.12,89221.79,67034.02,13420.58,53613.44,NA,organic,Southeast
2/19/2017,1.39,65605.97,44332.3,20468.32,23863.98,NA,organic,Southeast
2/12/2017,1.29,69669.46,50362,28837.29,21524.71,NA,organic,Southeast
2/5/2017,1.54,52925.32,31069.6,11391.87,19677.73,NA,organic,Southeast
1/29/2017,1.43,53543.13,36238.85,13961.85,22277,NA,organic,Southeast
1/22/2017,1.36,58686.47,41513.94,21717.79,19796.15,NA,organic,Southeast
1/15/2017,1.36,63939.14,46442.97,24971.94,21471.03,NA,organic,Southeast
1/8/2017,1.41,61788.03,41384.94,20688.4,20696.54,NA,organic,Southeast
1/1/2017,1.43,49777.56,35427.37,15637.05,19790.32,NA,organic,Southeast
3/25/2018,1.45,121917.39,101486.09,85313.41,16172.68,NA,organic,Southeast
3/18/2018,1.43,119853.94,96764.13,82917.28,13846.85,NA,organic,Southeast
3/11/2018,1.37,113559.93,92171.91,89311.39,2860.52,NA,organic,Southeast
3/4/2018,1.55,122700.54,96737.9,80786.88,15951.02,NA,organic,Southeast
2/25/2018,1.46,115509.8,92493.15,85039.04,7454.11,NA,organic,Southeast
2/18/2018,1.5,103546.73,81771.29,70925.9,10845.39,NA,organic,Southeast
2/11/2018,1.46,103704.87,84899.52,73615.54,11283.98,NA,organic,Southeast
2/4/2018,1.44,96702.5,78166.62,72587.74,5578.88,NA,organic,Southeast
1/28/2018,1.55,103243.02,79946.32,63894.49,16051.83,NA,organic,Southeast
1/21/2018,1.48,105688.73,87864.78,71192.79,16671.99,NA,organic,Southeast
1/14/2018,1.42,106345.74,88536.88,78949.63,9587.25,NA,organic,Southeast
1/7/2018,1.4,103034.09,85271.19,78886.47,6384.72,NA,organic,Southeast
12/27/2015,1.05,2065131.33,503211.34,464119.16,35717.26,NA,conventional,Midsouth
12/20/2015,1.05,2044020.93,476795.23,434534.42,38523.1,NA,conventional,Midsouth
12/13/2015,1.03,2193142.82,503346.14,445274.87,57239.73,NA,conventional,Midsouth
12/6/2015,1,2233138.01,437811.32,377999.41,57793.89,NA,conventional,Midsouth
11/29/2015,1.05,1845443.13,386815.54,344830.99,40738.63,NA,conventional,Midsouth
11/22/2015,1.06,1903245,407481.76,364155.91,41724.4,NA,conventional,Midsouth
11/15/2015,1.02,2355839.19,414549.9,373075.42,40843.12,NA,conventional,Midsouth
11/8/2015,1.04,2503008.26,457857.57,402488.58,52180.99,NA,conventional,Midsouth
11/1/2015,1.08,2511760.36,513481.76,429082.15,81904.3,NA,conventional,Midsouth
10/25/2015,1.13,2188485.29,474081.03,417038.17,55815.71,NA,conventional,Midsouth
10/18/2015,1.05,2783170.15,474781.39,423533.77,50778.19,NA,conventional,Midsouth
10/11/2015,1.13,2329757.67,525255.56,455592.88,68091.96,NA,conventional,Midsouth
10/4/2015,1.18,2233935.94,501338.98,438547.27,61454.54,NA,conventional,Midsouth
9/27/2015,1.11,2390611.02,429281.32,383854.11,43807.49,NA,conventional,Midsouth
9/20/2015,1.13,2447264.74,560915.88,479718.29,76793.78,NA,conventional,Midsouth
9/13/2015,1.09,2814803.06,612905.67,548306.36,61850.13,NA,conventional,Midsouth
9/6/2015,1.08,3013825.75,676142.98,598816.21,75569.59,NA,conventional,Midsouth
8/30/2015,1.18,2535192.78,660271.38,620018.68,36845.26,NA,conventional,Midsouth
8/23/2015,1.12,2765838.1,697778.71,654945.01,41707.37,NA,conventional,Midsouth
8/16/2015,1.14,2823405.23,617281.73,577210.39,36597.11,NA,conventional,Midsouth
8/9/2015,1.15,2710710.15,647068.05,597061.79,48069.52,NA,conventional,Midsouth
8/2/2015,1.14,2752081.97,651663.25,604227.7,46004.95,NA,conventional,Midsouth
7/26/2015,1.15,2664424.22,693787.13,638982.26,53809.21,NA,conventional,Midsouth
7/19/2015,1.14,2751192.77,729054.18,685065.97,41646.75,NA,conventional,Midsouth
7/12/2015,1.13,2783554.82,707753.89,662158.17,44652.53,NA,conventional,Midsouth
7/5/2015,1.13,3183419.6,771995.45,717654.81,53154.69,NA,conventional,Midsouth
6/28/2015,1.14,2835630.41,760937.75,722276.9,37287.39,NA,conventional,Midsouth
6/21/2015,1.13,2979417.82,798951.75,750253.84,45536.54,NA,conventional,Midsouth
6/14/2015,1.09,3173051.42,829249.94,786795.07,40769.55,NA,conventional,Midsouth
6/7/2015,1.14,2918298.91,776459.27,717859.42,56141.4,NA,conventional,Midsouth
5/31/2015,1.14,3039403.06,719675.73,661787.82,56794.41,NA,conventional,Midsouth
5/24/2015,1.14,3119050.91,736290.27,679537.84,55107.23,NA,conventional,Midsouth
5/17/2015,1.18,2817008.33,713733.83,667222.64,44437.39,NA,conventional,Midsouth
5/10/2015,1.17,2956859.19,744169.09,679213,64322.24,NA,conventional,Midsouth
5/3/2015,1.07,3410467.52,694686.58,624533.81,68904.63,NA,conventional,Midsouth
4/26/2015,1.2,2699614.5,683542.79,642966.9,39078.44,NA,conventional,Midsouth
4/19/2015,1.18,2711008.32,741163.42,701805.76,37167.77,NA,conventional,Midsouth
4/12/2015,1.13,2829416.58,679969.25,635124.32,44745.79,NA,conventional,Midsouth
4/5/2015,1.19,2519677.31,651847.67,607923.59,42910.27,NA,conventional,Midsouth
3/29/2015,1.18,2523110.39,582784.48,547007.1,35421.43,NA,conventional,Midsouth
3/22/2015,1.11,2779012.66,618124.04,560370.06,53740.87,NA,conventional,Midsouth
3/15/2015,1.19,2462108.11,614825.79,578103.5,34641.93,NA,conventional,Midsouth
3/8/2015,1.21,2297509.11,622978.93,588931.15,33275.04,NA,conventional,Midsouth
3/1/2015,1.14,2538981.6,584081.95,543841.07,37011.94,NA,conventional,Midsouth
2/22/2015,1.1,2720346.71,583298.37,535973.53,46783.55,NA,conventional,Midsouth
2/15/2015,1.17,2420829.45,597683.07,515932.56,81139.48,NA,conventional,Midsouth
2/8/2015,1.06,2734006.98,619501.72,543231.71,75649.4,NA,conventional,Midsouth
2/1/2015,0.99,3668037.65,592750.56,464442.27,125798.21,NA,conventional,Midsouth
1/25/2015,1.15,2480820.72,671880.46,572717.4,99142.71,NA,conventional,Midsouth
1/18/2015,1.19,2330829.2,569042.98,478770.7,90214.44,NA,conventional,Midsouth
1/11/2015,1.17,2335986.11,551745.27,465764.93,85966.27,NA,conventional,Midsouth
1/4/2015,1.1,2578275.12,510468.5,429166.89,80986.81,NA,conventional,Midsouth
12/25/2016,1.23,2180512.1,811135.44,680183.89,126818.99,NA,conventional,Midsouth
12/18/2016,1.16,2242221.26,713835.91,611023.76,98743.78,NA,conventional,Midsouth
12/11/2016,1.15,2339977.39,864104.89,700661.19,158716,NA,conventional,Midsouth
12/4/2016,1.2,2359837.16,838615.77,629436.34,206025.98,NA,conventional,Midsouth
11/27/2016,1.4,1858065.15,674355.88,589240.41,82533.8,NA,conventional,Midsouth
11/20/2016,1.48,1999044.43,754581.4,664868.53,87750.1,NA,conventional,Midsouth
11/13/2016,1.52,2075282.76,662817.78,562621.68,97915.02,NA,conventional,Midsouth
11/6/2016,1.54,2077507.41,688287.33,588028.35,99508.98,NA,conventional,Midsouth
10/30/2016,1.48,2083054.88,655606.53,547423,104591.3,NA,conventional,Midsouth
10/23/2016,1.47,2287507.52,729885.23,621196.02,104911.15,NA,conventional,Midsouth
10/16/2016,1.4,2442981.97,801921.93,673260.91,128075.74,NA,conventional,Midsouth
10/9/2016,1.39,2469381.94,784658.78,651749.08,131811.09,NA,conventional,Midsouth
10/2/2016,1.38,2540672.44,834833.12,709302.35,123116.88,NA,conventional,Midsouth
9/25/2016,1.37,2568161.45,798960.51,698140.82,100819.69,NA,conventional,Midsouth
9/18/2016,1.28,2785256.41,844712.5,707259.08,137295.64,NA,conventional,Midsouth
9/11/2016,1.18,3068639.36,882976.67,747297.58,133300.76,NA,conventional,Midsouth
9/4/2016,1.2,3127950.4,936381.76,832619.08,100199.03,NA,conventional,Midsouth
8/28/2016,1.3,2799097.68,821278.64,738431.65,65178.37,NA,conventional,Midsouth
8/21/2016,1.27,2840526.38,879371.22,774039.71,94491.42,NA,conventional,Midsouth
8/14/2016,1.29,2901786.65,916189.58,825797.1,87262.48,NA,conventional,Midsouth
8/7/2016,1.3,2900751.48,825622.43,718727.95,96534.22,NA,conventional,Midsouth
7/31/2016,1.35,2787002.19,799216.69,705609.86,74747.99,NA,conventional,Midsouth
7/24/2016,1.32,2914817.51,883412.32,738517.02,97932.68,NA,conventional,Midsouth
7/17/2016,1.26,2940448.51,948234.22,794533.1,82513.33,NA,conventional,Midsouth
7/10/2016,1.19,3221650.74,917242.71,753805.95,84303.2,NA,conventional,Midsouth
7/3/2016,1.15,3393696.45,1003587.9,827533.73,98647.47,NA,conventional,Midsouth
6/26/2016,1.17,3095673.83,831799.55,740396.18,58981.95,NA,conventional,Midsouth
6/19/2016,1.16,3304967.62,869045.48,750464.94,81187.92,NA,conventional,Midsouth
6/12/2016,1.15,3122351.17,792528.69,711257.87,50027.88,NA,conventional,Midsouth
6/5/2016,1.14,3223814.39,825557.97,724592.03,78843.66,NA,conventional,Midsouth
5/29/2016,1.09,3349139.43,838469.44,736868.61,87305.62,NA,conventional,Midsouth
5/22/2016,1.08,3154318.39,868982.5,772949.59,78541.95,NA,conventional,Midsouth
5/15/2016,1.04,3205037.79,835985.08,708347.56,121070.09,NA,conventional,Midsouth
5/8/2016,0.95,3850645.65,900147.78,768301.04,126429.41,NA,conventional,Midsouth
5/1/2016,0.99,3536333.98,876427.07,742694.07,131751.36,NA,conventional,Midsouth
4/24/2016,1.04,3332609.87,865637.73,760964.53,101987.63,NA,conventional,Midsouth
4/17/2016,1.06,3029003.02,772911,692332.57,75800.03,NA,conventional,Midsouth
4/10/2016,1.05,2836884.82,817546.88,703737.29,112614.44,NA,conventional,Midsouth
4/3/2016,1.07,2690267.94,694972.94,593439.47,99452.54,NA,conventional,Midsouth
3/27/2016,1.08,2911903.46,727698.25,630763.15,94069.91,NA,conventional,Midsouth
3/20/2016,1.05,3198477.41,767057.76,672333.85,91600.75,NA,conventional,Midsouth
3/13/2016,1.07,3093898.37,739255.35,637043.83,100801.35,NA,conventional,Midsouth
3/6/2016,1.1,2942515.87,695839.49,618397.55,73641.87,NA,conventional,Midsouth
2/28/2016,1.05,3032920.39,652936.24,544827.75,105806.49,NA,conventional,Midsouth
2/21/2016,1.06,2747176.06,687167.57,586732.16,99759.98,NA,conventional,Midsouth
2/14/2016,0.99,3173460.24,735357.59,620880.86,113431.73,NA,conventional,Midsouth
2/7/2016,0.91,4131614.84,879304.51,712463.41,162491.57,NA,conventional,Midsouth
1/31/2016,1,2881461.41,583559.72,496721.51,84565.77,NA,conventional,Midsouth
1/24/2016,1.01,3147902.67,741401.13,630109.47,107122.67,NA,conventional,Midsouth
1/17/2016,1.05,3001683.91,685585.3,613646.83,70548.01,NA,conventional,Midsouth
1/10/2016,1.04,2871898.66,688133.07,601246.48,85472.6,NA,conventional,Midsouth
1/3/2016,1.01,2967929.65,575983.67,504610.53,64629.99,NA,conventional,Midsouth
12/31/2017,0.96,3777193.46,1411792.12,1246593.68,163761.83,NA,conventional,Midsouth
12/24/2017,1.26,2494315.29,945549.48,824335.49,118291.12,NA,conventional,Midsouth
12/17/2017,1.23,2483817.57,961484.35,853140.03,106279.96,NA,conventional,Midsouth
12/10/2017,1.07,3370521.81,1404338.18,1229379.23,172927.24,NA,conventional,Midsouth
12/3/2017,1.18,3003104,953110,762953,188039,NA,conventional,Midsouth
11/26/2017,1.33,2200251,793694,663097,128990,NA,conventional,Midsouth
11/19/2017,1.3,2462798,939370,751485,186157,NA,conventional,Midsouth
11/12/2017,1.33,2631186,919162,735347,181873,NA,conventional,Midsouth
11/5/2017,1.28,2880937.37,982038.86,821114.39,159168.35,NA,conventional,Midsouth
10/29/2017,1.41,2661899.8,927954.41,774152.75,153145.22,NA,conventional,Midsouth
10/22/2017,1.56,2380544.44,796520.43,698822.91,97558.95,NA,conventional,Midsouth
10/15/2017,1.63,2395914.69,778032.85,654675.29,123337.18,NA,conventional,Midsouth
10/8/2017,1.72,2133166.39,745721.27,630328.89,115357.54,NA,conventional,Midsouth
10/1/2017,1.64,2443800.39,808831.59,688480.03,120198.57,NA,conventional,Midsouth
9/24/2017,1.6,2466210.08,801385.83,704199.37,96708.78,NA,conventional,Midsouth
9/17/2017,1.55,2466838.85,817469.64,716654.48,98413.44,NA,conventional,Midsouth
9/10/2017,1.56,2428140.05,865622.9,732278.1,110137.25,NA,conventional,Midsouth
9/3/2017,1.54,2561783.52,889302.6,747801.46,116289.45,NA,conventional,Midsouth
8/27/2017,1.5,2617107.98,944712.47,804265.11,124191.97,NA,conventional,Midsouth
8/20/2017,1.41,2865414.36,1087069.4,904139.21,145663,NA,conventional,Midsouth
8/13/2017,1.37,2902604.84,1013908.26,836575.7,148877.99,NA,conventional,Midsouth
8/6/2017,1.34,2907563.95,1006737.98,856452.33,122563.55,NA,conventional,Midsouth
7/30/2017,1.34,2817091.62,977681.58,833164.8,126121.45,NA,conventional,Midsouth
7/23/2017,1.34,2886538.37,1005805.72,861274.69,114928.95,NA,conventional,Midsouth
7/16/2017,1.34,2827404.11,1016824.84,860213.61,122607.37,NA,conventional,Midsouth
7/9/2017,1.29,3173372.45,1214991.99,969121.67,191301.87,NA,conventional,Midsouth
7/2/2017,1.26,3218961.84,1267463.78,1026992.74,187005.45,NA,conventional,Midsouth
6/25/2017,1.27,3147519.14,1127351.85,903265.11,187611.42,NA,conventional,Midsouth
6/18/2017,1.34,3032871.22,1054979.65,909822.8,107064.11,NA,conventional,Midsouth
6/11/2017,1.34,3150788.24,1112756.44,900866.53,167944.28,NA,conventional,Midsouth
6/4/2017,1.43,3212276.31,1123278.07,916401.72,187872.39,NA,conventional,Midsouth
5/28/2017,1.38,3380161.63,1241824.69,1002083.8,230580.56,NA,conventional,Midsouth
5/21/2017,1.34,3232304.82,1151650.99,953595.56,193338.02,NA,conventional,Midsouth
5/14/2017,1.31,3047596.25,1259276.77,1104012.3,148638.5,NA,conventional,Midsouth
