Date,AveragePricePerUnit,TotalVolume,TotalBags,SmallBags,LargeBags,XLargeBags,type,region
2/1/2015,0.84,8362504.08,877588.11,705333.64,172154.91,NA,conventional,West
1/25/2015,0.94,5461313.9,662667.8,521877.7,140735.66,NA,conventional,West
1/18/2015,0.96,5475363.01,709208.62,527358.78,181809.88,NA,conventional,West
1/11/2015,0.95,5333097.71,709812.44,598705.08,111073.82,NA,conventional,West
1/4/2015,0.89,5794410.58,839638.97,688813.01,150819.57,NA,conventional,West
12/25/2016,0.92,5720079.58,2414073.74,1681100.98,731388.25,NA,conventional,West
12/18/2016,0.88,5618429.48,2248149.64,1571421.56,673464.14,NA,conventional,West
12/11/2016,0.84,6648833.68,3330284.14,2543800.78,778604.87,NA,conventional,West
12/4/2016,0.93,5919532.49,2532202.54,1534025.06,992335.68,NA,conventional,West
11/27/2016,1.09,4187550.98,1636666.88,1068035.07,565542.44,NA,conventional,West
11/20/2016,1.1,4944373.81,1920546.84,1357080.6,562175.85,NA,conventional,West
11/13/2016,1.18,4864099.95,1983632.19,1238998.31,742515.09,NA,conventional,West
11/6/2016,1.26,4245702.35,1764683.5,1168746.58,593225.94,NA,conventional,West
10/30/2016,1.26,3852439.62,1577393.01,1029899.7,545279.86,NA,conventional,West
10/23/2016,1.17,4760018.22,2203553.27,1441557.14,758232.29,NA,conventional,West
10/16/2016,1.15,5308225.44,2539406.03,1566289.88,970943.65,NA,conventional,West
10/9/2016,1.13,5374797.25,2327570.81,1433086.08,893082.67,NA,conventional,West
10/2/2016,1.03,6079587.47,3201511.94,1755945.22,1442472.3,NA,conventional,West
9/25/2016,1.08,5338132.99,2437197.3,1445592.77,987092.17,NA,conventional,West
9/18/2016,1.04,5474121.64,2203084.89,1276040.86,922977.71,NA,conventional,West
9/11/2016,0.96,6097779.55,2365115.3,1494929.03,867612.77,NA,conventional,West
9/4/2016,0.92,6676702.06,2357778.91,1344665.71,1012172.25,NA,conventional,West
8/28/2016,0.96,6114187.88,2409223.2,1478205.23,928604.86,NA,conventional,West
8/21/2016,0.93,6290164.89,2158077.84,1621159.84,535021.55,NA,conventional,West
8/14/2016,1,6127060.42,2268690.86,1560891.12,706937.47,NA,conventional,West
8/7/2016,0.95,6596769.24,2244433.8,1668013.4,571941.45,NA,conventional,West
7/31/2016,1.1,5463799.79,2239890.63,1730972.57,505626.06,NA,conventional,West
7/24/2016,1.08,5556043.02,2346061.42,1664867.92,664224.62,NA,conventional,West
7/17/2016,1.02,5787378.41,2504100.74,1822960,665247.85,NA,conventional,West
7/10/2016,1.01,6487362.71,2606450.98,1823295.07,762671.3,NA,conventional,West
7/3/2016,0.97,6817643.13,2628016.66,2009090.39,606174.1,NA,conventional,West
6/26/2016,0.87,6862241.03,2548752.65,1853714.65,687801.75,NA,conventional,West
6/19/2016,0.86,6964845.92,2419020.89,1643598.7,767883.69,NA,conventional,West
6/12/2016,0.92,6216040.13,2322715.61,1528937.12,787095.9,NA,conventional,West
6/5/2016,0.82,7637424.02,2926187.85,1971340.38,949755.22,NA,conventional,West
5/29/2016,0.79,7568132.39,2898450.92,1761129.51,1132669.37,NA,conventional,West
5/22/2016,0.83,6642111.52,2529687.53,1385581.32,1139276.54,NA,conventional,West
5/15/2016,0.77,7486622.03,2859001.8,1826973.6,1026237.94,NA,conventional,West
5/8/2016,0.75,8706859.44,3079248.01,1953254.58,1118633.94,NA,conventional,West
5/1/2016,0.79,7158300.84,2688397.82,1975170.33,706418.43,NA,conventional,West
4/24/2016,0.78,6746174.8,2246865.14,1582301.04,658730.78,NA,conventional,West
4/17/2016,0.77,7592473.98,3065692.14,1944100.53,1112775.44,NA,conventional,West
4/10/2016,0.79,7275842.54,2406246.76,1619230.76,780038.56,NA,conventional,West
4/3/2016,0.79,6645738.99,2486040.4,1644831.5,840392.37,NA,conventional,West
3/27/2016,0.78,7081399.02,2538487.9,1771851.21,765592.73,NA,conventional,West
3/20/2016,0.78,6938294.62,2257593.06,1216115.26,1040865.95,NA,conventional,West
3/13/2016,0.81,6725483.24,2470527.63,1608842.43,860619.11,NA,conventional,West
3/6/2016,0.8,6903293,2223309.85,1665446.71,556980.31,NA,conventional,West
2/28/2016,0.78,7193896.75,2681463.43,1557228.28,1123472.59,NA,conventional,West
2/21/2016,0.77,7047624.39,2734390.49,1670968.69,1062368.09,NA,conventional,West
2/14/2016,0.78,6774726.47,2293243.9,1225073.29,1064255.94,NA,conventional,West
2/7/2016,0.69,9718438.84,3123581.98,1921219.6,1187478.3,NA,conventional,West
1/31/2016,0.85,6331953.73,2240990.41,1438474.3,781447.29,NA,conventional,West
1/24/2016,0.78,6118107.22,2761390.23,1345680.31,1407886.07,NA,conventional,West
1/17/2016,0.81,7221572.36,2868822.6,1515056.35,1352291.24,NA,conventional,West
1/10/2016,0.77,7438252.93,2538772.45,1418302.47,1118953.54,NA,conventional,West
1/3/2016,0.73,7707711.9,2707752.65,1383713.06,1320163.95,NA,conventional,West
12/31/2017,0.94,6330634.55,2360529,1117482.22,1235496.72,NA,conventional,West
12/24/2017,1.1,5116876.57,2051334.63,1124779.76,915774.05,NA,conventional,West
12/17/2017,1.05,5007523.13,1915747.95,1083960.19,820156.22,NA,conventional,West
12/10/2017,0.96,5936122.03,2165114.28,1183057.63,970382.43,NA,conventional,West
12/3/2017,0.98,6288493,2336955,1350302,977019,NA,conventional,West
11/26/2017,1.18,4182730,1423276,817296,595877,NA,conventional,West
11/19/2017,1.04,5303858,1826693,815150,997264,NA,conventional,West
11/12/2017,1.01,6182298,2409991,1269325,1132967,NA,conventional,West
11/5/2017,1.06,6417143.95,2710918.99,1453245.43,1249145.77,NA,conventional,West
10/29/2017,1.23,5130982.78,1998198.53,1043034.52,950954.44,NA,conventional,West
10/22/2017,1.31,4769138.17,1589540.3,1024799.25,563721.25,NA,conventional,West
10/15/2017,1.43,4413876.67,1435049.24,848946.77,584104.47,NA,conventional,West
10/8/2017,1.62,3927688.07,1480348.39,880091.4,595424.37,NA,conventional,West
10/1/2017,1.57,4014477.31,1425555.32,824834.62,598437.91,NA,conventional,West
9/24/2017,1.59,3842682.36,1342143.75,764285.55,575719.82,NA,conventional,West
9/17/2017,1.53,4181226.81,1456405.32,863081.25,591149.15,NA,conventional,West
9/10/2017,1.56,4281593.13,1506597.29,877485.21,625252.36,NA,conventional,West
9/3/2017,1.53,4369089.47,1595286.74,904506.46,684034.46,NA,conventional,West
8/27/2017,1.31,5328934.06,2108692.37,1314990.74,779209.02,NA,conventional,West
8/20/2017,1.3,5653429.62,2319095.76,1219038.28,1090563.92,NA,conventional,West
8/13/2017,1.34,5304873.15,2021924.71,975913.29,1035878.35,NA,conventional,West
8/6/2017,1.32,5548410.44,1952699.96,1060422.56,879238.7,NA,conventional,West
7/30/2017,1.25,5688357.24,1986231.99,973013.15,1003906.67,NA,conventional,West
7/23/2017,1.18,6311280.51,2157590.99,916284.35,1234707.82,NA,conventional,West
7/16/2017,1.28,5529487.17,1929996.71,944879.43,980887.97,NA,conventional,West
7/9/2017,0.95,8389918.04,3985722.08,2780258.77,1200981.9,NA,conventional,West
7/2/2017,1.07,7020076.49,3268040.09,2074185.51,1185728.1,NA,conventional,West
6/25/2017,1.05,6929193.97,3197991.29,1956121.79,1236850.44,NA,conventional,West
6/18/2017,1.02,7187200.64,3128799.15,1938407.82,1187663.27,NA,conventional,West
6/11/2017,1.02,7138766.83,3011726.63,1900413.66,1106330.85,NA,conventional,West
6/4/2017,1.07,6927745.15,3168746.23,2078712.99,1085987.41,NA,conventional,West
5/28/2017,1.07,6955988.8,3112115.17,1940875.89,1167041,NA,conventional,West
5/21/2017,1.06,6505499.28,2710745.51,1649259.2,1058205.12,NA,conventional,West
5/14/2017,1.01,7143624.99,3020063.63,2092575.26,923467.38,NA,conventional,West
5/7/2017,0.94,8545908.75,3239769.26,2148672.62,1085028.72,NA,conventional,West
4/30/2017,0.98,6998582.19,3242837.61,2198776.68,1040924.08,NA,conventional,West
4/23/2017,0.96,6822109.27,2876722.89,1494551.63,1378030.25,NA,conventional,West
4/16/2017,1.02,7012665.19,3183320.06,1869830.38,1311397.37,NA,conventional,West
4/9/2017,1,6774200.48,2726492.19,1768746.74,954249.03,NA,conventional,West
4/2/2017,1.05,6442820.51,2725096.92,1817462.84,904013.54,NA,conventional,West
3/26/2017,1,6680540.39,2583130.89,1814182.35,765002.63,NA,conventional,West
3/19/2017,1.04,6242381.13,2680463.49,1775537.5,900751.44,NA,conventional,West
3/12/2017,0.94,7040683.56,3273579.21,2340076.3,928524.91,NA,conventional,West
3/5/2017,0.96,6667896.16,3019819.74,1700904.18,1315781.81,NA,conventional,West
2/26/2017,0.86,6928736.97,3175075.76,1944844.66,1227429.31,NA,conventional,West
2/19/2017,0.88,6852304.51,2989317.45,1880874.95,1100783.31,NA,conventional,West
2/12/2017,0.76,7589357.36,2944257.82,1699471.1,1241913.98,NA,conventional,West
2/5/2017,0.66,11274749.11,4145406.7,2508731.79,1627453.06,NA,conventional,West
1/29/2017,0.85,7561590.72,3311551.83,2241712.64,1065787.79,NA,conventional,West
1/22/2017,0.82,7876147.38,3213159.53,1984947.54,1227056.13,NA,conventional,West
1/15/2017,0.85,7449374.27,3224745.12,2120972.62,1101921.17,NA,conventional,West
1/8/2017,0.86,7432376.14,3173413.41,2194867.87,974954.56,NA,conventional,West
1/1/2017,0.79,7360925.84,3160618.53,2299700.47,857388.28,NA,conventional,West
3/25/2018,0.93,7667064.46,3068508.43,1309580.19,1745630.06,NA,conventional,West
3/18/2018,0.99,7254940.65,3332107.22,1333247.05,1982086.02,NA,conventional,West
3/11/2018,1,6906412.5,2637261.77,1435608.59,1184730.56,NA,conventional,West
3/4/2018,0.96,7371498.76,2828395.51,1432984.96,1379886.53,NA,conventional,West
2/25/2018,0.97,7408451.31,3396032.73,1164132.42,2205336.14,NA,conventional,West
2/18/2018,0.98,6783106.02,2518538.16,1311830.11,1187897.07,NA,conventional,West
2/11/2018,0.93,7463494.79,3074752.92,1203367.03,1856207.85,NA,conventional,West
2/4/2018,0.83,10565056.41,4006894.75,1151399.33,2838239.39,NA,conventional,West
1/28/2018,1.01,7007265.31,2530712.87,1254504.07,1260049.46,NA,conventional,West
1/21/2018,1.04,7053820.12,2917603.89,1196963.03,1707643.76,NA,conventional,West
1/14/2018,1.05,7577456.14,3185966.48,1152416.21,2017353.32,NA,conventional,West
1/7/2018,1.08,6358768.95,2481833.97,1175889.89,1291212.75,NA,conventional,West
12/27/2015,1.46,142710.36,64374.7,17464.54,46910.16,NA,organic,West
12/20/2015,1.45,144120.63,68856.12,12937.47,55918.65,NA,organic,West
12/13/2015,1.16,228520.16,130558.98,28892.2,101666.78,NA,organic,West
12/6/2015,1.39,139927.17,67949.89,3623.32,64326.57,NA,organic,West
11/29/2015,1.26,174210.66,94222.89,1722.92,92499.97,NA,organic,West
11/22/2015,1.29,223979.09,118243.83,2251.17,115992.66,NA,organic,West
11/15/2015,1.61,124812.43,43178.09,5680.18,37497.91,NA,organic,West
11/8/2015,1.36,201480.84,45940.88,5014.8,40926.08,NA,organic,West
11/1/2015,1.23,242525.92,126083.23,25674.73,100408.5,NA,organic,West
10/25/2015,1.59,140994.25,64448.3,5154.29,59294.01,NA,organic,West
10/18/2015,1.69,139473.83,53207.4,5834.58,47372.82,NA,organic,West
10/11/2015,1.66,143146.85,58201.23,2437.78,55763.45,NA,organic,West
10/4/2015,1.61,176416.14,68904.27,2908.21,65996.06,NA,organic,West
9/27/2015,1.65,143436.75,56333.06,2226.01,54107.05,NA,organic,West
9/20/2015,1.73,119727.18,44231.04,1313.87,42917.17,NA,organic,West
9/13/2015,1.83,135524.9,47884.74,4197.01,43687.73,NA,organic,West
9/6/2015,1.83,147088.73,50308.38,3184.13,47124.25,NA,organic,West
8/30/2015,1.54,220337.3,57745.75,5954.54,51791.21,NA,organic,West
8/23/2015,1.75,182568.08,51571.18,8054.58,43516.6,NA,organic,West
8/16/2015,1.67,214374.59,64658.94,6931.2,57727.74,NA,organic,West
8/9/2015,1.77,170475.9,49335.46,7937.11,41398.35,NA,organic,West
8/2/2015,1.81,160585.07,38495.57,3645.87,34849.7,NA,organic,West
7/26/2015,1.86,159233.08,34414.29,2726.04,31688.25,NA,organic,West
7/19/2015,1.56,227872.88,46371.04,3357.62,43013.42,NA,organic,West
7/12/2015,1.81,161657.89,35047.64,6307,28740.64,NA,organic,West
7/5/2015,1.71,195265.06,45823.9,8289.44,37534.46,NA,organic,West
6/28/2015,1.59,228925.49,34557.26,4069.12,30488.14,NA,organic,West
6/21/2015,1.57,214929.13,38571.79,5631.69,32940.1,NA,organic,West
6/14/2015,1.71,194492.22,42641.4,9416.59,33224.81,NA,organic,West
6/7/2015,1.74,192122.01,35988.75,7351.98,28636.77,NA,organic,West
5/31/2015,1.53,251074.96,42652.02,8789.9,33862.12,NA,organic,West
5/24/2015,1.6,203951.84,44223.47,7078.29,37145.18,NA,organic,West
5/17/2015,1.49,229340.78,46690.73,12622.36,34068.37,NA,organic,West
5/10/2015,1.47,233387.28,52141.35,10767.06,41374.29,NA,organic,West
5/3/2015,1.24,378778.68,48094.87,10896.11,37198.76,NA,organic,West
4/26/2015,1.27,389892.07,42731.96,9833.16,32898.8,NA,organic,West
4/19/2015,1.58,191660.54,34441.69,5925.32,28516.37,NA,organic,West
4/12/2015,1.5,262870.62,48876.98,6464,42412.98,NA,organic,West
4/5/2015,1.69,194132.3,42389.12,8993.07,33396.05,NA,organic,West
3/29/2015,1.54,263845.02,40534.73,6885.37,33649.36,NA,organic,West
3/22/2015,1.43,271984.49,34721.31,3743.72,30977.59,NA,organic,West
3/15/2015,1.41,236130.36,29512.29,7666.67,21845.62,NA,organic,West
3/8/2015,1.37,330353.76,32254.58,14940.27,17314.31,NA,organic,West
3/1/2015,1.4,218957.86,26712.45,12552.61,14159.84,NA,organic,West
2/22/2015,1.48,188334.19,30447.04,6976.12,23470.92,NA,organic,West
2/15/2015,1.58,166334.97,33024.18,7284.44,25739.74,NA,organic,West
2/8/2015,1.4,246616.27,64899.58,17633.33,47266.25,NA,organic,West
2/1/2015,1.34,216484.22,44516.57,11083.16,33433.41,NA,organic,West
1/25/2015,1.52,166494.38,35665.87,9756.03,25909.84,NA,organic,West
1/18/2015,1.33,251749.94,39743.83,7442.17,32301.66,NA,organic,West
1/11/2015,1.39,223156.55,31558.5,9296.76,22261.74,NA,organic,West
1/4/2015,1.4,187548.3,44268.18,10023.72,34244.46,NA,organic,West
12/25/2016,0.91,318683.18,250754.74,58951.54,191803.2,NA,organic,West
12/18/2016,1.23,173890.1,111968.71,27269.38,84699.33,NA,organic,West
12/11/2016,1.34,163585.07,99570.68,24023.81,75546.87,NA,organic,West
12/4/2016,1.31,202181.56,136059.85,20438.49,115621.36,NA,organic,West
11/27/2016,1.52,168440.43,107735.97,31027.16,76708.81,NA,organic,West
11/20/2016,1.66,171623.92,99093.88,27888.84,71205.04,NA,organic,West
11/13/2016,1.81,160864.58,81102.19,34945.74,46156.45,NA,organic,West
11/6/2016,1.84,140457.87,64206.54,14689.35,49517.19,NA,organic,West
10/30/2016,2.16,96943.41,14563.71,11572.83,2990.88,NA,organic,West
10/23/2016,1.92,101890.97,29829.47,15072.18,14757.29,NA,organic,West
10/16/2016,1.56,152876.61,92070.39,25657.03,66413.36,NA,organic,West
10/9/2016,1.68,126192.84,62004.71,29570.26,32434.45,NA,organic,West
10/2/2016,1.59,139393.05,77999.92,20453.89,57546.03,NA,organic,West
9/25/2016,1.78,118420.15,55919.27,27538.32,28380.95,NA,organic,West
9/18/2016,1.59,160880.99,91259.27,53282.81,37976.46,NA,organic,West
9/11/2016,1.48,197265.79,114802.14,46197.11,68605.03,NA,organic,West
9/4/2016,1.61,177083.68,73778.46,37977.13,35801.33,NA,organic,West
8/28/2016,1.92,125950.35,31561.26,23214.22,8347.04,NA,organic,West
8/21/2016,1.82,144812.23,50497.92,31310.25,19187.67,NA,organic,West
8/14/2016,1.75,176385.1,68820.11,51024.36,17795.75,NA,organic,West
8/7/2016,1.7,177284.38,74689.37,39122.15,35567.22,NA,organic,West
7/31/2016,1.65,189615.28,84844.26,29501.17,55343.09,NA,organic,West
7/24/2016,1.88,168610.5,49787.25,33356.15,16431.1,NA,organic,West
7/17/2016,1.85,179798.46,47123.71,23318.33,23805.38,NA,organic,West
7/10/2016,1.54,226554.8,99890.67,60450.95,39439.72,NA,organic,West
7/3/2016,1.47,245935.09,103121.46,29715.52,73405.94,NA,organic,West
6/26/2016,1.56,213439.57,54573.81,17817.37,36756.44,NA,organic,West
6/19/2016,1.49,244706.99,41037.83,17327.6,23710.23,NA,organic,West
6/12/2016,1.6,183825.41,22310.87,11351.58,10959.29,NA,organic,West
6/5/2016,1.58,195651.71,25597.9,17579.09,8018.81,NA,organic,West
5/29/2016,1.37,249655.68,86182.19,52709.61,33472.58,NA,organic,West
5/22/2016,1.27,321890.92,113975.5,52117.86,61857.64,NA,organic,West
5/15/2016,1.39,252652.39,59672.85,20447.22,39225.63,NA,organic,West
5/8/2016,1.08,291268.76,137089.91,20696.46,116393.45,NA,organic,West
5/1/2016,1.01,509484.65,185683.65,55292.78,130390.87,NA,organic,West
4/24/2016,1.01,628445.85,270636.88,213637.25,56999.63,NA,organic,West
4/17/2016,1.31,250678.16,129230.25,64711.23,64519.02,NA,organic,West
4/10/2016,0.99,405751.04,275813.87,81246.82,194567.05,NA,organic,West
4/3/2016,1.27,226558.02,113470.06,44860.97,68609.09,NA,organic,West
3/27/2016,1.39,208015.17,99211.43,24069.73,75141.7,NA,organic,West
3/20/2016,0.99,380211.61,260466.17,36003.44,224462.73,NA,organic,West
3/13/2016,1,344775.17,227879.93,60151.34,167728.59,NA,organic,West
3/6/2016,0.96,356224.38,244359.95,97380.11,146979.84,NA,organic,West
2/28/2016,1.42,183804.74,80916.32,51887.57,29028.75,NA,organic,West
2/21/2016,1.37,163120.64,90356.64,45278.4,45078.24,NA,organic,West
2/14/2016,1.07,292307.61,189556.19,25453.95,164102.24,NA,organic,West
2/7/2016,1.22,196570.63,118225.74,52341.87,65883.87,NA,organic,West
1/31/2016,1.23,216330.45,134649.92,46628.66,88021.26,NA,organic,West
1/24/2016,1.27,184872.75,105778.95,43105.63,62673.32,NA,organic,West
1/17/2016,1.27,190161.43,102367.71,20133.83,82233.88,NA,organic,West
1/10/2016,1.09,255091.59,156750.25,21108.02,135642.23,NA,organic,West
1/3/2016,1.41,171841.15,88711.81,15175.56,73536.25,NA,organic,West
12/31/2017,1.48,229477.07,149342.09,66254.72,82977.6,NA,organic,West
12/24/2017,1.66,232395.98,162880.78,90385.44,72367.24,NA,organic,West
12/17/2017,1.49,252754.61,178227.47,117225.16,60883.34,NA,organic,West
12/10/2017,1.36,313686.31,231258.67,81413.7,149600.21,NA,organic,West
12/3/2017,1.5,247514.3,175588.19,70432.66,104996.81,NA,organic,West
11/26/2017,1.76,177222.64,121799.07,56364.39,65168.89,NA,organic,West
11/19/2017,1.96,152431.73,101119.35,60158.89,40770.88,NA,organic,West
11/12/2017,1.95,150594.48,100786.87,64189.33,36581.15,NA,organic,West
11/5/2017,2.13,138955.1,92372.05,59737.21,32599.13,NA,organic,West
10/29/2017,2.16,148010.22,98744.01,64497.41,34166.43,NA,organic,West
10/22/2017,2,168954.65,114593.21,79759.6,34775.7,NA,organic,West
10/15/2017,2.08,174251.28,116399.45,77304.07,39087.96,NA,organic,West
10/8/2017,2.37,153186.84,100896.51,65388.81,35461.95,NA,organic,West
10/1/2017,2.45,122625.26,81459.6,44948.19,36434.83,NA,organic,West
9/24/2017,2.4,111321.19,71333.33,40018.26,31209.23,NA,organic,West
9/17/2017,2.4,139471.62,91030.47,60324.57,30664.81,NA,organic,West
9/10/2017,2.46,149611.1,98005.94,61940.51,35933.2,NA,organic,West
9/3/2017,2.52,143490.06,91068.51,51643.01,39324.06,NA,organic,West
8/27/2017,2.51,154828.39,98917.19,65124.7,33792.49,NA,organic,West
8/20/2017,2.46,139145.2,79478.61,50741.24,28728.57,NA,organic,West
8/13/2017,2.24,157709.51,93150.58,56351.71,36794.47,NA,organic,West
8/6/2017,2.1,178606.86,92696.69,56820.93,35875.76,NA,organic,West
7/30/2017,2.1,180688.88,93267.06,60487.85,32779.21,NA,organic,West
7/23/2017,2.16,162321.68,74117.56,36399.26,37715.36,NA,organic,West
7/16/2017,2.22,151281.1,78689.8,32458.05,46231.75,NA,organic,West
7/9/2017,1.85,203127.73,103753.98,36610.96,67143.02,NA,organic,West
7/2/2017,1.88,212196.16,98729.65,34000.74,64728.91,NA,organic,West
6/25/2017,1.93,188845.44,90495.47,30115.47,60380,NA,organic,West
6/18/2017,1.68,215628.86,129090.76,31850.15,97240.61,NA,organic,West
6/11/2017,1.59,260068.85,159121.26,29519.07,129602.19,NA,organic,West
6/4/2017,1.52,263143.18,166061.89,31550.55,134511.34,NA,organic,West
5/28/2017,1.48,276578.14,159241.11,22367.6,136873.51,NA,organic,West
5/21/2017,1.52,252331.06,131259.05,19903.15,111355.9,NA,organic,West
5/14/2017,1.1,446864.94,328333.53,160414.47,167919.06,NA,organic,West
5/7/2017,1.19,442825.93,286038.82,84763.47,201275.35,NA,organic,West
4/30/2017,1.4,259279.19,146041.51,37095.98,108945.53,NA,organic,West
4/23/2017,1.26,296559.24,202092.4,92126.06,109966.34,NA,organic,West
4/16/2017,1.23,329223.21,229890.14,116527.51,113362.63,NA,organic,West
4/9/2017,1.18,348836.42,257438.36,145063.53,112374.83,NA,organic,West
4/2/2017,0.98,402676.23,310044.52,155701.41,154343.11,NA,organic,West
3/26/2017,0.9,456645.91,368938.29,152159.53,216778.76,NA,organic,West
3/19/2017,1.24,274558.89,185560.68,106162.68,79398,NA,organic,West
3/12/2017,1.16,308051.18,207459.99,112615.83,94844.16,NA,organic,West
3/5/2017,0.99,367519.17,251101.9,112844.19,138257.71,NA,organic,West
2/26/2017,1.14,308828.87,202104.94,99636.02,102468.92,NA,organic,West
2/19/2017,1.49,214694.22,125563.91,62154.02,63409.89,NA,organic,West
2/12/2017,1.52,214333.3,109158.87,63558.21,45600.66,NA,organic,West
2/5/2017,1.15,227693.33,145810.25,41936.54,103873.71,NA,organic,West
1/29/2017,1.29,205843.17,122418.39,37767.77,84650.62,NA,organic,West
1/22/2017,1.2,208810.31,130751.41,45987.98,84763.43,NA,organic,West
1/15/2017,1.06,268743.11,182620.2,62810,119810.2,NA,organic,West
1/8/2017,1.09,267702.99,192343.11,41364.31,150978.8,NA,organic,West
1/1/2017,1.19,189700.7,133122.73,33998.5,99124.23,NA,organic,West
3/25/2018,1.6,271723.08,166747.85,87108,79495.39,NA,organic,West
3/18/2018,1.73,210067.47,129353.55,73163.12,56020.24,NA,organic,West
3/11/2018,1.63,264691.87,176465.63,107174.93,69290.7,NA,organic,West
3/4/2018,1.46,347373.17,250090.37,85835.17,164087.33,NA,organic,West
2/25/2018,1.49,301985.61,218560.51,99989.62,118314.77,NA,organic,West
2/18/2018,1.64,224798.6,155725.83,120428.13,35257.73,NA,organic,West
2/11/2018,1.47,275248.53,188559.45,88497.05,99810.8,NA,organic,West
2/4/2018,1.41,283378.47,205409.91,70232.59,134666.91,NA,organic,West
1/28/2018,1.8,185974.53,129911.47,77822.23,51986.86,NA,organic,West
1/21/2018,1.83,189317.99,128267.76,76091.99,51947.5,NA,organic,West
1/14/2018,1.82,207999.67,126261.89,89115.78,37133.99,NA,organic,West
1/7/2018,1.48,297190.6,199330.12,103761.55,95544.39,NA,organic,West
12/27/2015,1.2,3156360.2,737425.66,690116.94,46305.06,NA,conventional,Northeast
12/20/2015,1.2,3190120.04,771939.46,709816.2,60823.26,NA,conventional,Northeast
12/13/2015,1.09,3696551.52,758446.17,706707.82,51734.84,NA,conventional,Northeast
